Name,Rating,Review,Specification
"Lenovo Thinkbook I512th Gen|8GB Ram|256GB SSD|14""FHD Display",0,0,Brand No Brand SKU 129409386_NP-1037427015 Display Size 14 Inch Operating System Windows CPU Cores Hexa Core Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i5 Generation 12th Warranty Policy EN Except Physical warranty
Acer Aspire 3 A315 / AMD Ryzen 3 3250U / 4 GB Ram / 128 GB SSD+1TB HDD / 15.6″ Inch FHD Display / Silver,0,0,Brand No Brand SKU 118138012_NP-1032386327 Ram Memory 4GB Operating System Windows 10 Generation 11th CPU Cores Dual Core Storage Capacity 1TB Display Size 15.6 Inch Wireless Connectivity WIFI + Bluetooth Processor AMD Model No. Acer Aspire 3 A315
"Lenovo Ideapad 1 Ryzen 5 7520U | 8GB DDR5 | 256GB SSD | 15.6"" FHD | Cloud Grey",0,0,Brand No Brand SKU 129865299_NP-1037703527 Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Model No. Ideapad 1 15AMN7 Touch Pad Yes Storage Capacity 256GB Processor AMD Storage Type SSD Touch No Generation Not Specified
Acer Nitro 16 (13th Gen Intel Core i7 13620H Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4050 6GB Graphics | 16-inch WUXGA (1920 x 1200) 165Hz Display | 4-Zone RGB Keyboard,0,0,Brand No Brand SKU 129686486_NP-1037565254 Display Size 15.6 Inch Operating System Windows RAM Memory 16GB storage_capacity_new 1TB Processor Intel Core i7 Generation 13th
Dell Latitude 3420 i5 11th 8GB 128 GB 1TB,0,0,Brand No Brand SKU 105914092_NP-1027820418 storage_capacity_new 128GB ram_memory 8GB Display Size 14 Inch Operating System Windows 10 Pro 64 Processor Intel Core i5 Generation 11th
Acer Aspire 3 Ryzen 5 7520 Series 8Gb Ram 512 Gb SSD,0,0,Brand No Brand SKU 129585809_NP-1037522146 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Octa Core Ram Memory 8GB Camera Front (Megapixels) 6-10 MP Model No. aspire3 Touch Pad Yes Input Output ports HDMI AC Adapter Yes Graphic Card AMD Radeon Battery Life 6-10 Hour Storage Capacity 512GB Processor AMD Storage Type SSD Touch No Graphics memory Integrated Graphics Card
"Acer Aspire 5 13th Gen Intel Core i5/ 8GB RAM 512GB SSD/ 15.6"" FHD/ Intel Iris Xe Graphics/ Steel Gray",0,0,Brand No Brand SKU 127222036_NP-1034493299 Battery Life 1-5 Hour Ram Memory 8GB Graphic Card Intel Integrated Operating System No OS Generation 13th CPU Cores Deca Core Storage Capacity 512GB Touch No Storage Type SSD Touch Pad Yes CPU Speed (GHz) 1.30GHz Display Size 15.6 Inch Camera Front (Megapixels) Below 5 MP Input Output ports HDMI Wireless Connectivity WIFI + Bluetooth AC Adapter Yes Graphics memory Integrated Graphics Card Processor Intel Core i5 Model No.
"MSI Modern 14 B10MW / i5-10210U / 8GB RAM / 256GB SSD / 14"" FHD Display",0,0,
"Dell Inspiron 3511 i5 11th generation /8gb RAM/256gb SSD/15.6"" FHD",0,0,Brand No Brand SKU 130184787_NP-1038110082 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity Wifi Display Size 15.6 Inch Operating System Windows CPU Cores Ram Memory
"Dell Vostro 3401 i3 11th Gen/ 8GB/ 256GB SSD/ 14"" Laptop",0,0,Brand No Brand SKU 111580794_NP-1030208999 Ram Memory 8GB Operating System Windows 10 Generation 11th CPU Cores Octa Core Storage Capacity 256GB Touch No Storage Type SSD Touch Pad Yes Display Size 14 Inch AC Adapter Yes Graphics memory Not Specified Processor Intel Core i3
"Aspire Go 14 AG14-21P-R3HQ | AMD Ryzen 5-7520 U Processor | 16GB DDR5 RAM | 512 GB SSD | 14"" Display WUXGA TN SlimBezel | Integrated AMD Radeon Graphics |",0,0,Brand No Brand SKU 130076526_NP-1037978225 Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 16GB Storage Capacity 512GB Processor Ryzen 5 Generation Not Specified
"Acer Aspire 5 i5 13th Generation 2023 - 8GB DDR5 RAM - 512GB NVMe SSD - Intel iris Xe Graphics - 14"" FHD Display",0,0,Brand No Brand SKU 129009394_NP-1036995955 Display Size 15 Inch Operating System Windows CPU Cores Deca Core Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i5 Generation 13th Warranty Policy EN 2 years international Warranty.
Acer Nitro 5 I5- 10Th Gen 8 Gb Ram / 256 Gb Ssd /Rtx 3050,0,0,Brand Acer SKU 125806070_NP-1034101461 Display Size 15.6 Inch CPU Cores Octa Core Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i5 Operating System Windows Generation 10th
"Acer Nitro16 (AN16-41-R418) - AMD Ryzen™ 7 7840HS, 16""WQXGA IPS SlimBezel 165Hz DDS, SO16GBV56 Memory, 1024GB PCIe NVMe SED SSD, NVIDIA® GeForce RTX™ 4050 6GB, Win 11 SL, 2 Years Warranty (Acer by Mercantile)",0,0,Brand No Brand SKU 130194561_NP-1038102331 Display Size Not Specified Operating System Others CPU Cores Not Specified Ram Memory 16GB Model No. AN16-41-R418 Input Output ports HDMI AC Adapter Yes Graphic Card NVIDIA Storage Capacity Not Specified Processor AMD Storage Type SSD Touch No Graphics memory 6 GB Generation Not Specified
"Lenovo Ideapad 3 i5 10th Gen / 4GB RAM / 1TB HDD / 14"" FHD Display Laptop",0,0,Brand No Brand SKU 105578485_NP-1027371782 Ram Memory 4GB Graphic Card AMD Radeon Operating System DOS Generation 10th CPU Cores Quad Core Storage Capacity 1TB Touch Pad Not Specified Display Size 14 Inch Graphics memory Not Specified Processor Intel Core i5
Asus VivoBook 14X AMD Ryzen 7 7730U Processor – 16GB DDR4 RAM – 1TB NVMe SSD – AMD Radeon Graphics – 14″ WUXGA ( 1920 x 1200 ) Display – Windows 11 – Black,0,0,
"Asus VivoBook 14 2023 X1404ZA i5 13th Gen | 8GB RAM | 512GB SSD | 14"" FHD display | Backlight Keyboard | Magic NumPad | Asus Laptop | Laptop | 1 year warranty | Silver",0,0,
Acer Aspire 5 2022 Intel Core I5 12 Gen 8 GB RAM/256 GB 15.6 inch Display - OTE,0,0,
"ASUS L510 / Intel Celeron / 4GB / 128 SSD / 15.6"" FHD",0,0,Brand No Brand SKU 108628206_NP-1029335002 Graphic Card AMD Radeon Ram Memory 4GB Operating System Windows 10 Generation Not Specified CPU Cores Dual Core Storage Capacity 128GB Touch Pad Not Specified Display Size 15.6 Inch Graphics memory Not Specified Processor Intel
"Acer Aspire 5 i7 13th Generation - 8GB DDR5 RAM - 512GB NVMe SSD - Intel iris Xe Graphics - 15.6"" FHD Display Laptop",0,0,
Lenovo ThinkBook 14 (12th Gen Intel Core i5-1235U Processor | 8GB RAM | 512GB SSD | Nvidia MX 550 | 14-inch FHD IPS Display,0,0,Brand No Brand SKU 130059365_NP-1037944927 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Deca Core Ram Memory 8GB Camera Front (Megapixels) 6-10 MP Model No. Thinkbook Touch Pad Yes Input Output ports HDMI AC Adapter Yes Graphic Card NVIDIA Battery Life 6-10 Hour Storage Capacity 512GB Processor Intel Core i5 Storage Type SSD Touch No Graphics memory 2GB
"Acer Nitro 5 2021 Intel I5 10Th Gen / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz Display",0,0,Brand No Brand SKU 123292079_NP-1033499209 Storage Capacity 512GB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows Generation 10th Processor Intel Core i5 CPU Cores Single Core
Lenovo IdeaPad 1 Ryzen 7-7520U 2023 8Gb Ram 512GB SSD 14 Inch Display 1 year warranty,0,0,Brand No Brand SKU 131345527_NP-1038205108 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Octa Core Ram Memory 8GB Camera Front (Megapixels) 11-15 MP Model No. IdeaPad 1 Touch Pad Yes Input Output ports HDMI AC Adapter Yes Graphic Card AMD Radeon Battery Life 6-10 Hour Storage Capacity 512GB Processor Ryzen 7 Octa Core Storage Type SSD Touch No Graphics memory 4GB Generation 13th Warranty Policy EN Except Physical Damage & Water Damage
"Asus VivoBook F415EA i5 11th Gen 8GB RAM 256GB SSD 14"" FHD display",0,0,Brand No Brand SKU 125214611_NP-1033991796 Ram Memory 8GB Operating System Windows Generation 11th CPU Cores Quad Core Storage Capacity 256GB Display Size 14 Inch Processor Intel Core i5
"Acer Aspire 5 (A514-54G-52S1) Intel Core i5 -1135G7/8 GB DDR4 RAM/1TB HDD /128GB SSD/NVIDIA GeForce MX350, 2GB-GDDR5/14"" FHD Screen/ Win 10/1-year Warranty - (Acer by Mercantile)",0,0,Brand No Brand SKU 130189657_NP-1038095102 Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 1TB Processor Intel Core i5 Generation 11th
"Acer Aspire 5 i7 13th Gen | 8GB DDR5 RAM | 512GB NVMe SSD | 15.6"" FHD Display Laptop",0,0,Brand No Brand SKU 129029704_NP-1037025755 Display Size 15.6 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i7 Generation 13th
Acer A315-35-C8IE Processor: Intel Celeron N5100 Memory: 4GB RAM Storage: 1 TB SSD Screen: 15.6”FHD OS: Win 10,0,0,Brand No Brand SKU 123725754_NP-1033600380 Storage Capacity 1TB Ram Memory 4GB Display Size 15.6 Inch Operating System Windows 10 Processor Intel Generation 10th CPU Cores Quad Core
Modern 15 A11SBU Intel 11th Generation Tiger lake Core i7-1195G7,0,0,Brand No Brand SKU 109913103_NP-1029760887 Ram Memory 8GB Graphic Card NVIDIA Geforce Operating System Windows Generation 11th CPU Cores Quad Core Storage Capacity 512GB Touch Pad Not Specified Display Size 15.6 Inch Graphics memory Not Specified Processor Intel
Modern 14 B11MOU with Intel 11th Generation Tiger lake Core i5-1155G7,0,0,Brand No Brand SKU 109883561_NP-1029755729 Graphic Card AMD Radeon Ram Memory 8GB Operating System Windows Generation 11th CPU Cores Quad Core Storage Capacity 256GB Touch Pad Not Specified Display Size 14 Inch Graphics memory Not Specified Processor Intel
"HP NoteBook 15-fd0211nia | 13th Gen Intel Core i5-1335U Processor | 8GB DDR4 RAM | 512GB NVMe SSD | Intel Iris Xe Graphics Card | 15.6"" FHD (1920 x 1080) Display | Deca Core | 1 Year Warranty | Natural Silver | Laptop",0,0,
"Dell Inspiron 3511 i5 11th Gen 8GB 512SSD Nvme 15.6"" FHD Win 11 Laptop",0,0,Brand No Brand SKU 114213804_NP-1031025915 Display Size 15.6 Inch CPU Cores Octa Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Operating System Windows 10 Generation 11th
HP ENVY x360 2-in-1 Laptop Intel Core i5 13th Gen 8GB RAM 512GB SSD 14.0 Inch Touchscreen Backlit Keyboard Win 11,0,0,
"Acer Swift 3 Ryzen7-7500U-8GB/512GB|14""inch Display&Backlit keyboard",0,0,Brand No Brand SKU 129437422_NP-1037427645 Display Size 14 Inch Operating System Windows CPU Cores Hexa Core Ram Memory 8GB Storage Capacity 512GB Processor Ryzen 7 Hexa Core Generation 13th CPU Speed (GHz) 2-3GHz Wireless Connectivity WIFI + Bluetooth Camera Front (Megapixels) 6-10 MP Model No. Swift 3 Touch Pad Yes Input Output ports USB 3.0 AC Adapter Yes Graphic Card AMD Radeon Battery Life 1-5 Hour Storage Type SSD Touch No Graphics memory Integrated Graphics Card Warranty Policy EN Except Physical Warranty
Dell Vastro 3400 I3/11th Gen /256 Gb /4Gb 14 Inch Display,0,0,Brand No Brand SKU 129481605_NP-1037508302 Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 4GB Touch Pad Not Specified Input Output ports HDMI AC Adapter Yes Graphic Card Not Specified Battery Life Not Specified Storage Capacity 256GB Processor Intel Core i3 Storage Type SSD Touch No Generation 11th
"Lenovo IdeaPad 1 Laptop, 14"" FHD Display, Intel Celeron N4020 Upto 2.8GHz, 4GB RAM, 128GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Home S",0,0,
"Laptop Acer Swift 3 i7 11th/8gb/256GB/14""",0,0,Brand No Brand SKU 123061945_NP-1033430768 Ram Memory 8GB Operating System Windows 10 Generation 11th CPU Cores Quad Core Storage Capacity 256GB Display Size 14 Inch Processor Core i7
"Dell Vostro 3500 i5 11th Gen/ 4GB/ 1TB/ 15.6"" FHD Laptop",0,0,Brand No Brand SKU 105543594_NP-1027340006 Graphic Card AMD Radeon Ram Memory 4GB Operating System Windows Generation 11th CPU Cores Quad Core Storage Capacity 1TB Touch Pad Not Specified CPU Speed (GHz) 4-5 Ghz Display Size 15.6 Inch Graphics memory Not Specified Processor Intel Core i5
"Vostro 3400 i3 11th Gen/4gb RAM/256gb SSD/ 14"" HD Laptop",0,0,Brand No Brand SKU 125457494_NP-1034038643 Display Size 14 Inch CPU Cores Quad Core Ram Memory 4GB Storage Capacity 256GB Processor Intel Core i3 Operating System Windows Generation 11th
"Lenovo IP1 Ryzen5 7520U/ 8GB DDR5 RAM/256GB SSD/14"" FHD",0,0,
"Lenovo IdeaPad 1 15ADA7 2021 Ryzen 3 3250 / 8GB RAM / 256GB SSD / 15.6"" FHD display",0,0,Brand No Brand SKU 123290257_NP-1033497512 Storage Capacity 256GB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows Generation Not Specified Processor Ryzen 5 CPU Cores Dual Core
"Dell Inspiron 3511 i3 1115G4/8gb RAM/256gb SSD/15.6"" FHD/Windows 11 Home/11th Gen Laptop",0,0,
"Dell Inspiron 7430 2 in 1 Laptop /Core i5 13th Gen/8GB RAM/512GB SSD/14"" 360 Rotate Touch/Backlit Keyboard/Win 11",0,0,Brand No Brand SKU 128901881_NP-1036842545 Display Size 14 Inch Operating System Windows CPU Cores Dodeca Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 13th
"DELL VOSTRO 14"" 3430 | 13th gen I3-1305U | 8GB | 512 SSD | 1yrs warranty",0,0,
"Dell Latitude 3420 14"" |11th gen i5 | 8gb | 256gb SSD | Factory installed win10 pro",0,0,Brand No Brand SKU 127594888_NP-1034550890 Display Size 14 Inch Operating System Windows 10 CPU Cores Quad Core Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i5 Generation 11th
Dell Wyse 5470 (Intel Celeron Processor | 8GB RAM | 256GB SSD Storage | Intel UHD Graphics | 14″ FHD Display),0,0,Brand No Brand SKU 129770027_NP-1037611747 CPU Speed (GHz) 2-3GHz Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Dual Core Ram Memory 8GB Camera Front (Megapixels) 6-10 MP Model No. N4100 Touch Pad Yes Input Output ports USB 3.0 AC Adapter Yes Graphic Card Intel Integrated Battery Life 1-5 Hour Storage Capacity 256GB Processor Intel Celeron Storage Type SSD Touch No Graphics memory Integrated Graphics Card Generation Warranty Policy EN
Hp pavilion 15 Ryzen 5 5500U 8GB ram 512GB SSD /15.6 inch FHD Display /Backlit Keyboard /Finger print,0,0,Brand No Brand SKU 129469397_NP-1037444961 Display Size 15.6 Inch Operating System Windows CPU Cores Octa Core Ram Memory 8GB Storage Capacity 512GB Processor Ryzen 5 Generation 12th CPU Speed (GHz) 2-3GHz Wireless Connectivity WIFI + Bluetooth Camera Front (Megapixels) 11-15 MP Input Output ports USB 3.0 AC Adapter Yes Graphic Card AMD Radeon Battery Life 1-5 Hour Storage Type SSD Touch No Graphics memory Integrated Graphics Card Warranty Policy EN Except physical damage
"Acer Aspire 5, I5 13 Gen, 8 Gb Ram, 512 Gb Ssd",0,0,
Acer A515-45-R0Y4 Processor: AMD Ryzen Memory: 4GB DDR RAM Storage: 256 SSD Screen: 15.6”FHD OS: Win 10,0,0,Brand No Brand SKU 123728504_NP-1033602136 Ram Memory 4GB Display Size 15.6 Inch Operating System Windows 10 Processor AMD Generation 10th CPU Cores Quad Core
"Dell Inspiron 14 7430 (Intel Core i7 - 1355U Processor | 16GB DDR5 RAM | 1TB SSD | Fingerprint Scanner | Intel Iris Xe Graphics Card| 14"" FHD Touchscreen 2 in 1 Display | Backlit Keyboard)",0,0,Brand No Brand SKU 129864479_NP-1037702972 Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 16GB Storage Capacity 1TB Processor Intel Core i7 Generation 13th
"HP Pavilion 14 X360 Intel Core i5 12th Generation 8GB Ram256GB SSD 14.0"" Touch 360",0,0,Brand No Brand SKU 129824690_NP-1037684488 Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i5 Generation 12th
"Dell Inspiron 7430 i7 13th Gen | 16GB RAM | 1TB SSD | 14"" FHD Touch 2-in-1 | Backlit KB | FPR",0,0,Brand No Brand SKU 128486292_NP-1035982016 Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 16GB Model No. Inspiron 14 7430 Touch Pad Yes Storage Capacity 1TB Processor Intel Core i7 Storage Type SSD Touch Yes Generation 13th
"Lenovo IdeaPad L3 15ITL6 Celeron 10th Gen / 4GB RAM / 256GB SSD / 15.6"" FHD Display",0,0,Brand No Brand SKU 123290256_NP-1033497511 Storage Capacity 256GB Ram Memory 3GB Display Size 15.6 Inch Operating System Windows Generation 10th Processor Celeron CPU Cores Single Core
"Dell Latitude 5330 Core i7 12th Gen/ 16 GB RAM/ 512GB SSD/13.3"" FHD IPS/Backlit Keyboard/ Win 11 Pro",0,0,
Lenovo Yoga 6 Ryzen 5 7530U Ram 16Gb/256Gb Nvme SSD Display 13.3 Touch Screen 360°,0,0,Brand No Brand SKU 129928022_NP-1037914970 Display Size 13.3 Inch Operating System Windows CPU Cores Not Specified Ram Memory 16GB Storage Capacity 256GB Processor Ryzen 5 Generation Not Specified
"Lenovo Ideapad 1 Ryzen 5 7520U | 8GB DDR5 | 256GB SSD | 14"" FHD | Cloud Grey",0,0,Brand No Brand SKU 129865273_NP-1037710407 Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Model No. Ideapad 1 14AMN7 Touch Pad Yes Storage Capacity 256GB Processor AMD Storage Type SSD Touch No Generation Not Specified
"Acer Aspire 5 (A514-56M-55TS) i5-1335U/8GB RAM/512GB SSD/13th/Iris Xe Graphics/14"" IPS FHD/Windows 11 Home Notebook",0,0,
Dell Vostro 3520 I3-1215U (6 cores) 8GB RAM/512GB SSD/15.6 Display,0,0,Brand No Brand SKU 128111415_NP-1035204070 Display Size 15.6 Inch Operating System Windows CPU Cores Octa Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i3 Generation 12th
Dell Vostro 3400 I3 11th Gen 8GB-512GB SSD+1TB HDD 14' Display,0,0,Brand No Brand SKU 116329118_NP-1031806856 Storage Capacity 512GB Ram Memory 8GB Operating System Windows Generation 11th Processor Intel Core i3 CPU Cores Not Specified
"HP Omen 16 2021 i7 11800H 8 Core / RTX 3060 / 16GB RAM / 512GGB SSD / 16.1"" QHD 165Hz display",0,0,Brand No Brand SKU 115704568_NP-1031651064 RAM Memory 16GB Operating System Windows 10 Generation 11th CPU Cores Octa Core storage_capacity_new 512GB Touch Pad Yes Display Size Not Specified AC Adapter Yes Processor Intel Core i7
"Lenovo IdeaPad Slim 3 14 2023 i5 13th Gen | 8GB RAM | 256GB SSD | 14"" FHD display | Backlight Keyboard",0,0,Brand No Brand SKU 130153751_NP-1038070324 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Deca Core Ram Memory 8GB Camera Front (Megapixels) 6-10 MP Model No. IdeaPad Slim 3 Touch Pad Yes Input Output ports HDMI AC Adapter Yes Graphic Card Intel Integrated Battery Life 6-10 Hour Storage Capacity 512GB Processor Intel Core i5 Storage Type SSD Touch No Graphics memory Integrated Graphics Card Generation 13th Warranty Policy EN Except physical damage and water damage
"Dell Latitude E5400 I5-8th Gen | 8 GB RAM | 256 GB SSD | 14"" Screen",0,0,Brand No Brand SKU 129314954_NP-1037338595 Display Size 14 Inch Operating System Windows 10 CPU Cores Quad Core Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i5 Generation 8th
Lenovo IP 1 Ryzen 5 7520U 8GB RAM/512GB SSD/ 15.6 Display,0,0,Brand No Brand SKU 128117008_NP-1035198398 Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Storage Capacity 512GB Processor AMD Generation Not Specified
"Acer Swift3 Laptop - (SF313-53-790J) i7-1165G7/8GB RAM/512GB SSD/Iris Xe/11th Gen/13.5"" IPS QHD/Windows 11 Notebook, 2 Years warranty - (Acer by Mercantile)",0,0,Brand No Brand SKU 123179988_NP-1033472199 Display Size Not Specified Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i7 Generation 11th
Asus Zenbook Flip 15 Q508U AMD Ryzen 7 5700U 8GB 256GB SSD 15.6″ FHD Touchscreen x 360 Rotate NVIDIA MX450 2GB Laptop,0,0,Brand No Brand SKU 121969717_NP-1033482120 Storage Capacity 256GB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows Processor AMD Generation Not Specified CPU Cores Hexa Core
